# Quantenoptiklabor: Experiment Interferenz und Energiekorrelation
# Messung vom 28.09.2008, 08:15 Uhr
# Datenaufnahme: Pro Datenpunkt 10 Messungen mit 1s: Mittelwert und Standardabweichung
# Didaktik der Physik, Universität Erlangen
# Lab-User: P. Bronner

#Aufnahme der Koinzidenzen von Trigger&Transmittiert + Trigger&Reflektiert

#Achsenbeschriftung:
# Weg [nm]	Einzelereignisse [Hz]	Stab Einzel [Hz]	Koinz [Hz]	Stab Koinz [Hz]

15688	50871,1	653,9	3410,4	43,1
15694	52136,3	647,4	3473,1	77,4
15701	53498,7	389,9	3551,2	76,8
15708	54488,2	519,1	3594,2	23,1
15715	55263,0	272,7	3725,1	61,9
15722	55679,3	183,7	3664,3	61,8
15730	55808,8	204,3	3644,4	75,1
15736	55384,1	219,5	3642,5	82,2
15744	55026,9	383,4	3643,5	95,1
15752	54443,4	556,8	3591,1	83,7
15758	53383,4	402,0	3526,8	87,2
15766	51482,1	392,8	3382,4	69,2
15773	50911,4	569,6	3361,5	79,6
15780	48626,8	746,4	3137,3	81,4
15786	45806,0	562,9	3002,8	55,0
15793	43539,0	581,7	2831,7	51,9
15800	41246,8	1094,0	2665,3	81,8
15808	39119,9	843,4	2536,4	59,6
15815	35732,2	667,1	2299,3	65,9
15821	32542,5	1339,8	2089,1	110,7
15829	30948,1	1720,0	1980,1	109,2
15835	28421,8	1122,4	1845,4	84,2
15841	22963,7	2680,3	1467,5	156,4
15849	21350,2	1651,7	1347,2	85,9
15857	19183,6	903,7	1216,9	66,6
15862	15390,9	1690,4	981,5	109,6
15870	12401,2	1351,4	780,5	90,7
15876	11684,0	1418,6	744,1	95,5
15884	8087,4	750,1	514,8	55,2
15890	6097,5	1154,3	396,7	73,2
15898	4540,3	637,0	282,1	54,2
15905	3434,3	790,1	206,9	46,9
15911	2147,6	443,2	128,2	31,8
15919	1139,4	221,0	63,8	20,4
15926	778,3	162,3	35,4	11,1
15933	413,4	30,2	12,1	2,5
15940	657,0	244,5	27,9	16,6
15948	1077,1	172,6	56,6	13,4
15954	2365,3	631,9	126,7	38,2
15961	3257,5	480,2	187,8	26,2
15967	5133,6	542,1	303,6	37,2
15976	6060,0	819,1	361,6	53,6
15982	8060,4	1393,7	485,2	90,7
15989	9691,9	645,5	590,9	51,4
15995	12568,7	1476,5	791,4	105,6
16003	15514,1	1842,3	966,5	126,7
16010	18877,9	968,2	1184,3	76,8
16016	20531,1	1588,6	1280,2	133,6
16023	23276,8	996,9	1452,4	83,1
16029	26442,5	1742,9	1668,5	124,0
16036	29509,8	1272,6	1889,3	92,3
16045	31610,6	2715,9	2015,0	187,3
16052	34832,3	1257,8	2253,0	102,3
16059	37517,3	893,1	2384,0	85,6
16065	40755,8	1481,9	2644,5	95,0
16073	44070,6	661,2	2817,0	71,8
16080	45564,1	858,3	2949,4	86,1
16087	47732,8	673,4	3093,6	63,5
16094	50043,2	886,6	3262,0	59,9
16100	51776,1	442,6	3347,0	30,2
16107	52506,2	430,5	3457,7	77,4
16114	53986,8	482,0	3556,7	80,0
16120	54846,8	358,0	3628,1	62,6
16128	55424,1	276,6	3662,2	55,8
16134	55700,0	242,2	3631,8	78,3
16141	55598,8	266,4	3668,2	71,4
16149	55536,1	238,3	3653,7	60,6
16156	54780,4	498,5	3635,9	73,5
16163	54241,6	375,6	3553,8	48,3
16169	52751,8	814,4	3509,1	46,4
16177	52047,9	756,6	3489,6	80,6
16185	49811,9	955,9	3345,1	80,2
16189	48996,8	427,9	3261,3	68,5
16196	47180,5	1513,5	3148,7	103,1
16205	42846,1	1325,3	2886,6	96,4
16210	41504,6	555,2	2761,8	69,2
16218	39260,0	1391,5	2641,7	128,2
16225	37087,1	1124,2	2517,3	86,1
16231	32708,2	2449,7	2222,2	183,5
16238	31391,1	1456,2	2144,1	111,5
16243	27647,3	743,3	1881,6	60,0
16251	23813,1	1341,0	1633,2	114,7
16259	21672,3	969,5	1498,4	77,4
16266	19660,4	1826,5	1358,2	120,0
16273	16307,9	1133,5	1149,6	83,4
16280	13606,1	761,4	970,4	56,3
16285	11589,8	495,8	841,4	40,5
16291	8860,8	1209,1	658,6	85,0
16299	7262,2	871,8	538,3	54,0
16306	5343,3	369,2	394,1	32,3
16314	4513,8	914,2	333,7	62,8
16319	2910,5	462,7	232,6	40,4
16326	1996,1	314,4	158,1	30,1
16333	1065,7	252,1	79,3	26,3
16340	650,0	108,5	33,8	18,4
16347	550,7	26,4	16,2	6,9
16354	1059,0	323,4	29,0	15,3
16361	1332,5	255,0	38,1	14,8
16367	1744,0	350,1	59,4	16,1
16375	3046,7	659,4	128,9	40,4
16381	4629,4	375,2	209,8	28,6
16388	6591,2	672,8	318,1	51,2
16395	7078,3	1055,7	347,3	64,5
16402	10897,0	1339,3	576,3	95,3
16410	13391,9	1838,6	720,9	123,8
16416	14022,5	785,4	774,8	42,2
16422	19475,9	1523,1	1087,2	100,9
16430	21199,5	1769,3	1221,3	130,2
16436	23023,3	1036,9	1321,5	99,3
16444	22629,7	1029,4	1306,6	75,0
16450	29327,6	1630,7	1741,6	115,2
16457	31389,3	1510,4	1863,6	92,6
16463	33959,9	1132,3	2036,7	96,9
16470	36355,0	908,0	2197,8	98,4
16476	39133,5	787,6	2420,2	85,0
16484	42208,1	1271,7	2622,3	116,1
16491	43750,9	1098,9	2713,5	93,3
16498	45408,8	1256,1	2846,8	87,0
16504	48266,7	875,0	3062,5	92,9
16511	50709,4	702,8	3224,6	58,5
16518	51656,1	1182,4	3334,3	114,0
16524	51505,1	854,0	3315,7	90,4
16531	53732,0	711,4	3494,3	92,6
16538	54363,6	491,7	3534,2	91,5
16545	54760,1	351,1	3586,9	67,5
16552	55114,6	141,3	3637,7	53,2
16558	55104,5	124,7	3610,6	43,1
16564	54795,2	233,9	3646,1	70,5
16573	54390,4	542,5	3658,4	50,8
16579	53383,3	370,7	3621,3	57,7
16586	52398,9	636,8	3543,1	70,0
16593	51001,8	463,5	3485,3	57,8
16598	49376,9	848,7	3354,5	67,0
16605	48036,2	901,2	3321,1	74,9
16613	46116,3	609,1	3160,5	52,6
16618	44291,7	1688,0	3067,8	120,1
16626	40247,5	1258,4	2807,0	57,4
16632	39407,7	857,0	2763,6	59,2
16638	37331,7	984,2	2660,3	80,2
16646	32765,0	1158,5	2345,8	91,6
16653	30282,8	2163,8	2184,1	173,2
16659	27657,0	1144,6	2015,6	88,9
16667	25819,4	763,7	1879,4	51,2
16673	21537,5	1094,9	1585,0	75,5
16680	18813,8	1434,0	1420,5	103,0
16686	16856,7	1537,0	1281,7	118,7
16693	13002,7	794,1	1016,8	66,2
16701	11418,4	614,5	895,3	48,5
16706	9442,1	1262,6	754,0	87,0
16714	5880,2	1062,6	500,9	79,5
16720	4163,2	520,2	367,4	45,1
16728	3700,7	486,9	338,3	41,2
16732	3034,8	425,2	270,5	42,2
16741	1686,6	170,3	149,3	19,2
16747	1246,3	237,4	105,5	31,0
16754	975,6	67,1	56,5	8,7
16760	918,6	40,6	34,6	10,9
16768	1352,8	258,9	21,3	7,3
16775	1602,8	263,4	27,1	8,2
16781	2975,1	503,6	72,8	24,3
16787	4390,9	385,2	136,9	21,8
16796	5522,6	500,7	184,7	26,6
16801	7473,7	912,0	287,5	44,6
16808	9210,1	759,4	383,2	48,4
16815	10644,1	660,3	458,2	49,2
16820	14071,1	491,7	673,2	43,2
16829	14360,9	739,1	671,4	50,2
16835	17825,7	1606,4	893,7	98,7
16841	20940,8	1356,3	1073,3	73,9
16848	23169,6	1467,5	1221,0	81,8
16856	25629,3	1299,3	1399,8	83,8
16861	28589,7	1251,1	1584,2	93,8
16867	31003,3	832,6	1741,9	85,9
16875	33836,5	936,3	1926,2	69,0
16882	35651,0	979,3	2102,1	73,5
16888	38804,1	580,3	2272,5	54,3
16895	41590,9	1392,9	2496,3	93,9
16902	43956,2	776,2	2649,8	82,2
16908	45762,4	640,7	2798,7	86,8
16914	47522,3	695,6	2959,1	55,1
16921	49218,1	1094,1	3071,1	100,6
16929	50972,4	653,0	3262,0	77,2
16935	51852,9	546,7	3293,3	60,7
16941	53291,1	466,1	3458,0	90,8
16949	53949,6	451,4	3487,8	47,1
16955	54616,9	385,2	3581,8	63,3
16961	54798,8	232,2	3599,6	46,9
16968	54909,3	227,2	3672,0	43,4
16976	54242,1	341,2	3671,2	60,7
16981	53448,8	433,8	3609,4	52,2
16988	52690,9	778,8	3602,1	94,5
16994	51901,4	434,2	3564,0	56,4
17001	51451,7	522,6	3535,6	49,7
17008	49326,0	1024,0	3460,0	92,8
17014	46611,9	728,7	3299,9	73,3
17021	44961,0	1164,7	3181,9	89,0
17028	43915,9	697,2	3137,0	90,5
17034	41208,2	705,4	2992,7	76,1
17041	39985,8	680,4	2915,6	86,2
17047	36169,3	885,3	2673,1	69,3
17054	34269,0	1384,7	2563,8	78,4
17060	32249,7	747,7	2421,2	74,9
17068	29030,6	1459,4	2211,7	96,1
17075	26809,0	741,0	2088,8	90,1
17082	23110,6	1139,1	1830,1	76,9
17087	20800,0	2493,3	1674,1	173,0
17094	17730,1	1258,9	1463,6	103,0
17100	16324,0	1069,0	1331,7	66,7
17107	13283,1	763,5	1129,1	75,1
17113	11503,4	921,9	998,6	76,6
17121	10057,0	822,9	899,1	74,7
17127	7426,4	608,5	665,4	59,9
17133	5911,9	338,9	557,3	39,7
17140	4131,9	535,7	395,1	50,3
17147	3407,9	687,8	328,9	74,1
17153	2644,8	508,2	243,3	63,0
17160	2047,4	259,4	180,2	39,8
17167	1601,8	96,8	100,5	23,9
17174	1580,5	51,6	58,1	16,7
17180	1770,2	154,7	32,8	9,5
17186	1950,1	165,5	29,3	8,0
17193	2858,2	447,6	38,6	9,5
17200	3952,9	632,7	66,1	23,8
17206	5490,8	746,1	127,6	26,6
17213	6874,2	707,7	184,4	33,3
17219	7648,2	635,7	221,8	30,4
17226	10739,8	992,6	385,5	55,1
17232	13841,6	1095,1	538,7	54,5
17238	15092,9	761,8	619,7	49,6
17246	17040,5	595,7	727,1	34,7
17251	19686,6	1579,0	887,5	108,3
17258	21241,3	746,2	982,3	39,7
17265	25108,1	1356,8	1229,4	80,5
17272	25850,9	1619,7	1269,9	107,7
17278	30208,6	982,2	1560,2	57,2
17284	31614,9	1779,6	1642,0	136,5
17292	34097,9	1152,5	1861,4	91,0
17297	37352,1	1057,3	2086,0	89,8
17305	40740,1	875,1	2318,3	68,3
17310	40866,3	795,2	2342,6	87,8
17316	43512,3	1644,9	2543,7	144,1
17324	45489,0	577,1	2694,7	77,8
17331	48142,2	801,8	2927,4	51,3
17337	49489,6	581,0	3043,6	91,1
17344	50436,7	678,8	3123,1	95,1
17350	52399,7	387,4	3307,8	64,8
17357	52846,0	283,8	3360,7	50,9
17364	53467,2	411,3	3424,5	82,4
17370	54133,7	306,3	3541,1	46,4
17375	53983,2	197,7	3538,8	65,7
17383	53967,1	199,6	3580,0	53,3
17389	53346,0	606,2	3679,3	72,9
17397	52854,4	428,7	3660,3	57,8
17402	51941,4	366,3	3616,3	62,3
17410	51658,4	932,6	3570,7	92,8
17416	49490,8	1086,4	3507,2	81,6
17423	48780,9	994,0	3490,5	39,5
17430	46420,3	1426,8	3384,4	87,7
17436	45927,8	1864,5	3329,9	97,7
17442	43589,0	1015,1	3232,9	91,5
17449	38745,9	1566,0	2940,1	106,0
17457	39344,0	667,3	3012,1	88,2
17462	36792,0	729,1	2794,7	85,6
17467	33521,0	777,5	2629,3	50,9
17474	32262,0	767,6	2560,7	70,6
17480	28319,3	1433,3	2271,8	111,7
17488	25662,4	1411,2	2116,3	99,0
17494	22359,9	922,9	1891,3	91,0
17501	21598,7	1827,9	1835,9	118,8
17508	18272,3	1293,5	1570,5	85,2
17513	16079,4	943,4	1424,3	69,1
17520	16460,4	737,2	1465,5	73,1
17526	11842,4	1557,4	1112,0	136,6
17533	10021,8	562,8	959,0	62,3
17539	8584,1	757,4	831,1	73,4
17546	6973,8	364,4	681,2	43,5
17552	6118,4	379,8	604,7	33,9
17559	4105,9	614,6	401,6	64,7
17565	3707,0	732,8	352,5	82,2
17571	2817,2	163,7	236,5	36,6
17579	2549,1	236,9	178,7	44,1
17585	2341,8	49,8	115,7	18,9
17591	2564,1	186,9	70,8	21,5
17598	2628,6	152,6	54,2	7,8
17605	3089,1	329,4	42,3	7,6
17612	3997,4	636,0	47,4	11,9
17617	5788,0	819,3	92,3	22,9
17623	6365,4	660,1	110,6	24,2
17631	9497,7	1394,4	241,0	62,2
17637	10026,9	1239,3	259,0	56,7
17644	11955,3	766,0	352,6	36,4
17649	14789,5	1005,3	499,8	55,2
17657	16126,3	808,3	575,8	36,4
17662	18571,5	734,5	706,5	53,0
17669	21316,4	1194,9	884,1	83,2
17675	23956,0	1595,4	1028,2	80,0
17681	26643,3	771,3	1230,0	64,0
17689	28452,7	1061,6	1333,9	60,1
17695	32100,8	959,1	1571,7	71,9
17702	32565,4	991,8	1638,5	85,7
17707	34843,0	792,8	1770,8	65,1
17714	37213,5	913,6	1950,9	67,9
17720	39048,3	1348,4	2107,5	100,5
17728	42288,0	1318,3	2363,8	114,9
17734	44573,3	1198,3	2559,2	109,6
17740	46418,3	1002,6	2693,4	121,3
17746	47216,0	673,4	2784,3	58,1
17754	49158,6	791,7	2965,0	126,5
17759	49754,1	325,6	3020,2	49,7
17765	51345,6	486,8	3191,7	85,8
17773	51992,2	210,9	3281,9	57,5
17778	52725,0	247,1	3390,7	56,2
17786	53277,4	294,1	3517,6	66,4
17790	53341,9	200,8	3582,8	66,5
17797	53216,2	193,2	3535,8	47,8
17805	52935,8	251,5	3604,9	41,2
17810	52607,5	253,6	3657,3	42,4
17817	51562,4	647,5	3614,4	59,9
17823	49813,9	405,5	3560,7	56,9
17829	49331,0	687,3	3539,3	73,9
17835	48081,3	630,7	3530,9	48,7
17843	45651,2	923,0	3389,9	73,2
17848	45254,8	890,8	3421,5	50,6
17855	44127,2	890,3	3340,7	99,4
17861	41150,7	1008,2	3160,7	82,3
17868	38933,4	966,5	3066,9	74,4
17874	36843,1	794,0	2930,5	77,5
17881	34532,0	979,2	2771,4	60,3
17887	31230,7	2074,5	2596,5	145,0
17894	28812,6	1065,9	2460,1	74,3
17900	26851,5	1080,9	2312,2	84,2
17906	25616,6	856,8	2222,4	75,1
17912	24123,5	884,1	2109,4	57,6
17919	19928,5	627,0	1818,2	52,7
17926	17950,1	996,3	1653,6	73,3
17931	16086,4	1526,5	1523,1	117,7
17937	14198,6	557,8	1366,2	55,7
17944	11995,2	493,9	1187,4	48,3
17951	10659,0	673,3	1055,7	50,1
17957	9537,9	587,1	966,8	71,5
17962	6838,7	571,3	705,6	72,2
17969	6365,2	853,2	652,9	105,9
17975	5691,2	295,1	561,2	37,4
17981	4248,3	253,4	387,7	39,4
17988	3944,8	271,6	341,8	55,0
17994	3534,1	216,3	212,3	77,6
18002	3355,2	61,4	152,0	35,4
18007	3580,2	162,3	101,1	23,7
18014	3974,5	304,6	76,6	19,7
18021	4736,5	427,5	59,2	7,9
18025	5580,5	543,9	66,1	9,9
18034	6607,2	636,1	77,1	14,4
18040	7018,3	295,0	84,8	14,1
18046	7962,9	358,2	116,3	13,0
18052	9916,9	566,6	185,9	32,3
18058	12058,1	983,4	274,0	35,6
18066	13053,9	492,6	324,5	21,1
18071	15579,7	623,7	455,7	48,3
18078	18432,0	993,4	584,2	52,2
18085	20508,5	1031,6	727,0	66,0
18091	22455,1	854,4	851,2	67,5
18096	24390,2	1120,9	958,9	65,3
18102	26329,4	2047,5	1084,9	143,3
18109	30036,4	2245,4	1340,2	177,4
18115	32395,4	1920,1	1511,0	137,5
18123	33068,2	1229,3	1554,5	83,5
18128	37499,1	1623,9	1910,6	127,7
18134	39175,4	771,2	2003,3	58,4
18141	40839,9	836,1	2133,3	83,2
18148	43175,2	951,7	2362,2	86,3
18153	43865,2	948,2	2433,7	90,6
18160	46161,7	652,8	2621,5	75,0
18166	46927,5	934,3	2712,9	79,5
18172	48197,8	560,9	2873,5	80,7
18178	49464,5	705,5	2996,2	122,3
18185	50790,0	373,3	3193,3	48,1
18192	51374,1	429,5	3265,1	68,5
18198	51885,6	358,8	3343,0	58,3
18203	51986,3	269,1	3382,1	43,3
18211	52088,6	208,5	3516,7	38,7
18216	52171,4	323,9	3511,9	55,3
18223	51873,4	260,9	3571,9	78,9
18228	51418,8	254,9	3617,0	54,3
18234	50640,3	613,3	3606,7	61,5
18241	50200,4	450,9	3570,3	50,5
18247	49027,8	593,6	3587,4	69,2
18255	47757,3	652,0	3537,2	67,9
18260	46172,7	778,1	3500,8	51,1
18267	43930,3	1058,5	3448,1	87,8
18273	41849,3	591,0	3288,8	75,0
18281	39267,5	1735,1	3189,9	88,7
18287	38392,8	913,0	3139,2	68,5
18291	37227,7	972,9	3082,2	88,2
18299	34385,4	760,8	2900,8	67,2
18304	32951,7	1005,6	2825,0	79,3
18312	30292,1	1828,8	2604,8	155,1
18318	27223,3	689,9	2431,9	68,6
18323	26096,6	1158,8	2364,5	108,5
18329	24190,3	649,0	2234,0	70,6
18336	20268,9	850,5	1932,2	102,7
18342	19182,2	1081,6	1861,6	83,3
18349	17491,5	1273,5	1705,7	84,0
18354	15493,2	620,5	1536,5	68,4
18360	13478,5	1098,7	1366,7	116,6
18367	12056,1	1033,7	1247,3	113,2
18373	9671,2	809,3	1002,8	89,3
18380	7885,8	494,6	798,8	67,8
18386	7434,6	674,4	776,5	75,8
18392	6682,2	336,0	659,4	30,2
18400	5721,3	469,4	526,0	68,9
18405	4926,6	148,7	388,8	35,0
18411	4657,6	86,5	306,3	36,7
18418	4517,2	58,9	229,2	37,2
18424	4692,2	146,1	171,8	31,1
18430	5336,7	428,2	110,5	29,0
18436	5961,2	351,6	85,5	12,3
18443	6479,7	393,8	82,6	8,9
18450	7474,1	498,0	85,1	14,0
18456	8140,4	529,0	96,0	19,9
18461	9609,1	597,1	133,5	21,6
18468	12184,7	891,6	217,6	31,7
18474	14420,5	907,2	305,7	34,8
18481	14893,4	728,9	332,7	25,3
18487	18574,8	1019,6	516,1	54,1
18493	20041,6	607,3	606,2	45,2
18501	22715,8	1851,5	754,2	118,7
18506	23628,5	1106,8	813,5	79,8
18513	27271,5	1220,7	1026,6	72,2
18519	26945,7	735,9	1031,6	53,8
18524	30401,0	1056,2	1280,7	83,4
18530	33565,4	1654,3	1486,2	134,0
18536	33839,5	909,8	1520,7	70,5
18543	36554,5	640,6	1707,5	71,5
18549	38999,0	417,7	1940,5	35,2
18555	41619,0	857,4	2164,9	81,1
18560	42334,5	465,8	2234,8	50,2
18567	44463,3	487,5	2441,8	66,3
18575	45735,6	709,7	2593,6	61,2
18580	46941,8	408,9	2711,8	94,1
18586	48221,6	576,6	2871,4	65,7
18591	48956,9	462,6	2989,8	70,0
18598	49723,8	431,1	3086,5	50,1
18603	50429,2	346,6	3182,4	62,8
18612	50741,8	338,5	3287,4	95,5
18617	50809,1	176,0	3344,8	44,7
18624	51038,4	180,9	3456,6	68,7
18630	50929,3	157,4	3467,0	70,1
18635	50500,1	247,5	3547,7	59,4
18641	50290,8	411,8	3565,4	59,0
18646	49764,0	233,2	3595,9	64,9
18654	48479,1	566,6	3626,8	58,0
18660	48559,5	903,3	3574,9	49,3
18666	46389,5	933,7	3527,1	73,6
18671	44451,9	695,4	3506,7	55,4
18678	43110,1	935,9	3425,0	64,3
18684	40992,0	981,0	3363,2	57,5
18691	40883,0	658,1	3331,6	36,3
18697	38027,5	963,9	3204,7	77,9
18702	36099,5	655,6	3113,4	56,3
18710	34550,5	1197,4	2999,0	94,8
18714	32215,1	992,8	2897,5	118,4
18721	30371,2	683,0	2747,9	65,8
18727	28020,8	852,3	2590,5	79,0
18733	26227,6	870,3	2479,4	69,1
18741	23237,6	1064,8	2230,2	71,8
18745	21297,2	1340,7	2120,6	98,2
18753	17465,9	833,8	1782,2	56,1
18757	17221,5	980,7	1763,8	113,7
18766	15667,7	808,4	1613,4	85,7
18772	13968,3	917,6	1453,4	101,1
18778	12152,2	863,8	1281,4	91,6
18782	9948,9	650,6	1021,6	86,5
18789	9514,5	1207,3	1007,9	164,5
18796	9388,9	481,3	978,4	61,0
18802	7568,1	502,4	735,7	64,4
18809	6786,0	411,5	607,3	83,6
18813	6326,2	319,2	494,2	78,4
18821	6041,9	92,5	408,5	53,1
18826	5922,5	122,4	334,7	42,5
18832	5909,4	85,8	273,8	28,1
18839	6201,3	115,3	193,2	35,8
18844	6902,3	538,0	133,2	18,8
18849	7346,5	574,2	118,8	20,3
18857	7652,3	453,4	108,8	15,7
18863	8986,9	848,8	103,6	7,7
18869	10379,8	787,2	120,5	15,6
18874	12268,4	472,6	166,2	17,7
18881	13239,6	719,9	204,2	25,1
18888	15416,2	671,7	275,5	22,5
18894	16469,4	700,2	328,1	39,3
18899	19985,5	1110,9	506,5	63,5
18905	20818,9	1544,5	554,6	90,5
18910	22063,4	1699,5	618,7	109,6
18918	24552,7	948,5	767,8	53,4
18923	27517,0	1240,9	963,8	86,1
18931	28524,8	1611,5	1013,9	111,1
18936	31305,0	836,0	1250,8	43,6
18944	33107,6	737,2	1363,3	68,3
18949	35448,6	848,0	1541,4	95,8
18955	36686,7	1207,4	1638,7	87,6
18961	40091,4	1220,5	1961,0	106,3
18968	42112,6	1327,6	2166,2	142,9
18972	42334,6	1099,9	2218,7	125,4
18979	43962,4	261,7	2391,1	47,7
18985	45240,5	789,1	2511,5	99,4
18991	46720,3	198,3	2721,5	50,5
18998	47848,1	453,9	2867,2	102,0
19004	48090,1	478,1	2941,4	108,2
19010	48984,9	318,7	3079,6	58,1
19016	49467,0	322,7	3185,7	66,9
19023	49370,9	189,9	3201,5	53,2
19029	49686,1	164,2	3273,9	79,9
19034	49714,2	254,4	3346,0	52,2
19041	48944,0	374,0	3477,4	87,7
19047	49113,7	185,1	3426,6	65,0
19051	48348,0	691,3	3519,7	51,9
19058	47051,2	443,2	3535,9	48,5
19065	46571,1	689,6	3547,0	69,3
19071	45540,6	729,2	3565,3	75,6
19077	43529,2	492,4	3502,9	69,1
19084	42944,3	548,5	3484,7	52,3
19089	40557,3	923,5	3409,5	61,8
19095	39721,7	1254,2	3380,6	57,4
19100	37966,3	821,4	3313,9	76,2
19107	35644,2	891,5	3165,3	64,3
19114	33525,9	1562,3	3029,0	80,7
19120	30816,1	1346,9	2874,9	95,8
19125	30062,9	688,4	2807,0	68,8
19132	28231,6	964,8	2692,2	69,9
19138	27551,3	905,3	2681,0	78,0
19143	24295,4	953,4	2395,0	105,7
19148	23138,0	1486,5	2333,2	148,8
19157	21026,1	696,6	2166,4	44,0
19163	20340,2	697,6	2098,9	92,9
19169	18293,0	1761,1	1934,5	180,1
19174	16501,5	630,6	1780,9	69,4
19180	14662,8	335,3	1561,9	40,7
19186	13106,7	907,0	1397,6	118,6
19191	11791,2	435,8	1253,1	52,4
19199	11443,8	908,0	1203,7	103,4
19204	9411,7	401,1	908,9	54,7
19210	8751,4	403,1	801,8	82,3
19215	8274,4	593,0	702,2	124,0
19223	7861,3	127,5	624,4	59,9
19228	7354,9	148,1	458,4	70,7
19233	7309,4	74,4	404,5	50,9
19240	7496,6	111,9	295,9	30,4
19246	7708,0	120,8	247,7	36,0
19251	8051,2	330,3	202,6	29,1
19258	8574,0	171,4	158,0	17,4
19264	9340,4	320,6	134,2	23,2
19272	10494,7	264,2	124,3	11,7
19277	11093,2	896,2	132,2	9,7
19282	12359,9	652,3	134,8	13,7
19288	13424,2	786,3	162,5	30,0
19294	15469,0	800,2	230,2	29,5
19301	17397,9	1170,1	295,0	48,5
19305	18552,5	827,6	355,3	42,6
19313	21400,4	1147,8	493,0	73,0
19318	21859,4	1193,6	509,5	60,2
19325	24925,2	1239,7	705,0	97,7
19331	26320,3	1259,1	804,6	101,1
19337	27025,2	1275,1	828,8	99,2
19341	29759,6	755,4	1033,2	71,5
19348	31186,6	536,1	1125,2	56,4
19354	33196,9	515,7	1285,2	46,4
19359	34269,0	775,8	1407,7	65,2
19366	36283,9	1034,2	1556,6	95,9
19372	37640,4	623,4	1674,6	67,4
19378	38990,9	589,4	1813,6	48,3
19384	41667,3	867,6	2084,4	73,7
19391	42597,8	798,9	2214,0	92,2
19397	43773,4	629,6	2383,2	74,0
19403	44946,9	441,0	2523,8	76,4
19408	45410,9	678,4	2572,2	127,8
19415	46531,7	590,9	2759,7	104,5
19419	47026,4	381,3	2845,1	117,9
19427	47542,3	432,9	2989,8	128,1
19432	48032,4	303,8	3097,4	63,7
19439	48119,8	213,9	3274,8	60,7
19444	48041,6	217,7	3311,5	91,5
19451	48121,7	261,2	3292,6	71,5
19457	47943,3	260,7	3374,2	37,9
19462	47359,5	396,8	3423,8	82,4
19468	46755,4	297,0	3453,1	85,6
19474	45950,2	306,3	3513,8	51,9
19480	44786,1	348,4	3545,9	54,8
19485	43735,4	399,0	3541,3	47,1
19492	42394,5	508,0	3482,9	70,5
19499	41763,0	476,6	3499,4	44,8
19506	39886,2	390,0	3434,3	61,9
19511	38513,1	987,9	3382,9	61,5
19516	36765,7	425,3	3320,7	56,7
19522	35688,0	1007,8	3266,6	70,3
19529	34031,2	799,0	3169,4	71,4
19534	31982,0	525,9	3042,0	44,8
19540	28969,1	869,7	2850,0	94,3
19546	28904,8	865,7	2857,6	86,8
19553	27051,0	940,0	2715,7	86,5
19558	25474,6	1430,7	2612,1	153,9
19563	23283,9	680,8	2414,9	76,7
19570	21250,9	1178,4	2283,0	121,5
19575	20047,5	845,4	2134,2	87,2
19581	17703,0	933,3	1944,7	100,2
19587	17008,2	907,3	1842,4	85,3
19593	15560,6	504,6	1679,0	68,9
19599	14280,8	690,3	1556,1	94,2
19605	13438,5	680,0	1435,7	81,8
19612	11945,9	740,6	1217,9	80,5
19617	11458,1	475,7	1134,2	67,5
19623	10211,4	373,5	951,0	89,4
19630	9892,9	396,1	856,0	82,8
19635	9509,2	222,9	756,0	76,8
19640	9430,5	250,3	735,5	79,0
19646	8906,4	120,7	558,7	81,5
19651	9014,9	178,7	437,0	58,1
19659	9220,8	208,7	326,9	48,0
19664	9209,5	209,9	323,1	33,0
19670	9530,0	174,7	277,3	32,3
19676	10160,9	649,7	221,7	32,3
19683	11014,7	538,1	179,2	18,6
19687	11918,6	539,9	161,2	13,3
19693	13316,9	400,9	147,1	10,5
19699	14269,0	668,6	154,7	12,0
19706	14888,1	660,3	166,4	18,7
19713	17013,5	1393,3	226,9	50,4
19717	17570,7	506,8	257,0	33,9
19722	18923,8	859,0	297,3	44,6
19729	21344,4	673,5	414,4	38,9
19736	22182,0	510,5	459,4	23,9
19742	23737,1	1041,8	543,0	66,2
19747	26166,1	728,8	686,1	64,6
19754	27683,7	411,0	796,8	37,7
19758	28973,2	701,0	883,1	76,1
19765	31117,2	825,3	1044,7	90,4
19771	31794,7	758,6	1094,7	66,9
19778	33431,9	1014,3	1245,1	80,6
19782	34468,2	1316,6	1334,6	121,4
19789	36953,3	738,8	1588,0	92,1
19795	38691,7	602,9	1741,8	65,7
19801	39675,2	693,9	1849,1	79,6
19805	39330,4	474,0	1785,1	51,3
19812	41302,6	550,9	2067,1	101,1
19818	43341,2	572,2	2340,2	101,4
19825	43970,5	665,6	2433,4	109,3
19831	44711,0	892,2	2589,4	157,0
19836	45234,8	310,0	2684,7	98,8
19841	45796,8	235,0	2786,6	62,2
19847	46100,7	232,5	2912,5	71,3
19853	46485,8	212,3	2974,2	78,1
19859	46703,8	122,0	3112,5	67,3
19865	46641,1	221,8	3214,0	76,2
19870	46470,8	284,1	3282,2	86,1
19876	46514,3	379,4	3342,8	56,2
19883	45796,2	367,4	3382,9	39,3
19889	45154,6	217,9	3403,7	65,5
19893	44673,3	441,1	3464,8	75,7
19901	43405,5	432,8	3490,4	47,2
